id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b2197925x-534,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-534?routing=ukmhl-b2197925x,534,506,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/534.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0536.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0536.jp2
ukmhl-b2197925x-294,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-294?routing=ukmhl-b2197925x,294,266,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/294.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0296.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0296.jp2
ukmhl-b2197925x-409,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-409?routing=ukmhl-b2197925x,409,381,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/409.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0411.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0411.jp2
ukmhl-b2197925x-544,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-544?routing=ukmhl-b2197925x,544,516,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/544.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0548.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0548.jp2
ukmhl-b2197925x-221,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-221?routing=ukmhl-b2197925x,221,193,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/221.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0223.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0223.jp2
ukmhl-b2197925x-631,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-631?routing=ukmhl-b2197925x,631,-,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/631.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0637.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0637.jp2
ukmhl-b2197925x-115,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-115?routing=ukmhl-b2197925x,115,87,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/115.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0117.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0117.jp2
ukmhl-b2197925x-447,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-447?routing=ukmhl-b2197925x,447,419,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/447.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0449.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0449.jp2
ukmhl-b2197925x-432,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-432?routing=ukmhl-b2197925x,432,404,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/432.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0434.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0434.jp2
ukmhl-b2197925x-801,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2197925x-801?routing=ukmhl-b2197925x,801,-,b2197925x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b2197925x/b2197925x_alto/coordinates/801.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b2197925x/b2197925x_thumb/b2197925x_0807.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/1/items/b2197925x/b2197925x_jp2/b2197925x_0807.jp2
