id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b2038810x-894,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-894?routing=ukmhl-b2038810x,894,756,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/894.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0894.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0894.jp2
ukmhl-b2038810x-910,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-910?routing=ukmhl-b2038810x,910,772,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/910.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0910.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0910.jp2
ukmhl-b2038810x-629,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-629?routing=ukmhl-b2038810x,629,491,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/629.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0629.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0629.jp2
ukmhl-b2038810x-41,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-41?routing=ukmhl-b2038810x,41,-,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/41.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0041.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0041.jp2
ukmhl-b2038810x-352,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-352?routing=ukmhl-b2038810x,352,214,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/352.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0352.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0352.jp2
ukmhl-b2038810x-623,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-623?routing=ukmhl-b2038810x,623,485,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/623.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0623.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0623.jp2
ukmhl-b2038810x-499,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-499?routing=ukmhl-b2038810x,499,361,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/499.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0499.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0499.jp2
ukmhl-b2038810x-348,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-348?routing=ukmhl-b2038810x,348,210,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/348.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0348.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0348.jp2
ukmhl-b2038810x-564,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-564?routing=ukmhl-b2038810x,564,426,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/564.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0564.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0564.jp2
ukmhl-b2038810x-59,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-59?routing=ukmhl-b2038810x,59,-,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/59.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0059.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0059.jp2
ukmhl-b2038810x-610,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2038810x-610?routing=ukmhl-b2038810x,610,472,b2038810x,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/2/items/b2038810x/b2038810x_alto/coordinates/610.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/2/items/b2038810x/b2038810x_thumb/b2038810x_0610.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/2/items/b2038810x/b2038810x_jp2/b2038810x_0610.jp2
