id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b21726024_0004-154,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-154?routing=ukmhl-b21726024_0004,154,98,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/154.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0154.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0154.jp2
ukmhl-b21726024_0004-153,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-153?routing=ukmhl-b21726024_0004,153,97,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/153.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0153.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0153.jp2
ukmhl-b21726024_0004-336,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-336?routing=ukmhl-b21726024_0004,336,280,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/336.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0336.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0336.jp2
ukmhl-b21726024_0004-128,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-128?routing=ukmhl-b21726024_0004,128,72,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/128.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0128.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0128.jp2
ukmhl-b21726024_0004-395,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-395?routing=ukmhl-b21726024_0004,395,339,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/395.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0395.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0395.jp2
ukmhl-b21726024_0004-439,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-439?routing=ukmhl-b21726024_0004,439,383,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/439.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0439.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0439.jp2
ukmhl-b21726024_0004-727,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-727?routing=ukmhl-b21726024_0004,727,671,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/727.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0727.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0727.jp2
ukmhl-b21726024_0004-591,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-591?routing=ukmhl-b21726024_0004,591,535,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/591.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0591.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0591.jp2
ukmhl-b21726024_0004-268,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-268?routing=ukmhl-b21726024_0004,268,212,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/268.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0268.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0268.jp2
ukmhl-b21726024_0004-111,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21726024_0004-111?routing=ukmhl-b21726024_0004,111,55,b21726024_0004,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21726024_0004/b21726024_0004_alto/coordinates/111.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21726024_0004/b21726024_0004_thumb/b21726024_0004_0111.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/30/items/b21726024_0004/b21726024_0004_jp2/b21726024_0004_0111.jp2
