id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b21966138-17,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-17?routing=ukmhl-b21966138,17,-,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/17.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0019.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0019.jp2
ukmhl-b21966138-10,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-10?routing=ukmhl-b21966138,10,10,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/10.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0012.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0012.jp2
ukmhl-b21966138-9,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-9?routing=ukmhl-b21966138,9,9,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/9.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0011.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0011.jp2
ukmhl-b21966138-8,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-8?routing=ukmhl-b21966138,8,8,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/8.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0010.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0010.jp2
ukmhl-b21966138-3,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-3?routing=ukmhl-b21966138,3,3,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/3.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0005.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0005.jp2
ukmhl-b21966138-6,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-6?routing=ukmhl-b21966138,6,6,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/6.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0008.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0008.jp2
ukmhl-b21966138-11,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-11?routing=ukmhl-b21966138,11,11,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/11.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0013.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0013.jp2
ukmhl-b21966138-14,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-14?routing=ukmhl-b21966138,14,14,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/14.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0016.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0016.jp2
ukmhl-b21966138-19,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-19?routing=ukmhl-b21966138,19,3,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/19.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0021.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0021.jp2
ukmhl-b21966138-15,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b21966138-15?routing=ukmhl-b21966138,15,15,b21966138,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21966138/b21966138_alto/coordinates/15.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21966138/b21966138_thumb/b21966138_0017.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/29/items/b21966138/b21966138_jp2/b21966138_0017.jp2
