id,record,sequence,page number,group,coordinates,thumb,zoom
ukmhl-b2146201x_0010-492,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-492?routing=ukmhl-b2146201x_0010,492,500,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/492.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0494.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0494.jp2
ukmhl-b2146201x_0010-50,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-50?routing=ukmhl-b2146201x_0010,50,-,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/50.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0050.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0050.jp2
ukmhl-b2146201x_0010-382,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-382?routing=ukmhl-b2146201x_0010,382,382,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/382.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0384.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0384.jp2
ukmhl-b2146201x_0010-45,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-45?routing=ukmhl-b2146201x_0010,45,-,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/45.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0045.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0045.jp2
ukmhl-b2146201x_0010-536,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-536?routing=ukmhl-b2146201x_0010,536,544,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/536.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0538.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0538.jp2
ukmhl-b2146201x_0010-513,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-513?routing=ukmhl-b2146201x_0010,513,521,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/513.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0515.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0515.jp2
ukmhl-b2146201x_0010-258,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-258?routing=ukmhl-b2146201x_0010,258,-,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/258.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0258.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0258.jp2
ukmhl-b2146201x_0010-89,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-89?routing=ukmhl-b2146201x_0010,89,-,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/89.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0089.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0089.jp2
ukmhl-b2146201x_0010-126,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-126?routing=ukmhl-b2146201x_0010,126,-,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/126.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0126.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0126.jp2
ukmhl-b2146201x_0010-412,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-412?routing=ukmhl-b2146201x_0010,412,412,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/412.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0414.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0414.jp2
ukmhl-b2146201x_0010-358,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/page/ukmhl-b2146201x_0010-358?routing=ukmhl-b2146201x_0010,358,358,b2146201x_0010,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b2146201x_0010/b2146201x_0010_alto/coordinates/358.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b2146201x_0010/b2146201x_0010_thumb/b2146201x_0010_0360.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/zoom/ukmhl/14/items/b2146201x_0010/b2146201x_0010_jp2/b2146201x_0010_0360.jp2
